original_word,meaning,generated_word,model,language,trial
achoo,['Representing the sound of a sneeze.'],"kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
atishoo,['Representing the sound of a sneeze.'],"kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
atichoo,['Representing the sound of a sneeze.'],"kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
alew,['A cry of sorrow or lamentation.'],"kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","kraa, ooo, taa, zaah, hoo, kaa",Qwen/Qwen3-4b-thinking,en,trial17
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial18
achoo,['Representing the sound of a sneeze.'],kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
atishoo,['Representing the sound of a sneeze.'],kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
atichoo,['Representing the sound of a sneeze.'],kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
alew,['A cry of sorrow or lamentation.'],kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",kthl sphl mzth kthl,Qwen/Qwen3-4b-thinking,en,trial18
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
achoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial19
atishoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial19
atichoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial19
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
alew,['A cry of sorrow or lamentation.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial19
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial19
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kaa-ah,Qwen/Qwen3-4b-thinking,en,trial20
achoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial20
atishoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial20
atichoo,['Representing the sound of a sneeze.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial20
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial20
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial20
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial20
alew,['A cry of sorrow or lamentation.'],Kraa,Qwen/Qwen3-4b-thinking,en,trial20
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial20
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Kraa,Qwen/Qwen3-4b-thinking,en,trial20
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']","Kor, Zap, Ee, Hoo",Qwen/Qwen3-4b-thinking,en,trial21
achoo,['Representing the sound of a sneeze.'],"Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
atishoo,['Representing the sound of a sneeze.'],"Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
atichoo,['Representing the sound of a sneeze.'],"Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
alew,['A cry of sorrow or lamentation.'],"Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","Kraa, Zooh, Ahh, Huh, Woo, Pshh, Thrum, Zing",Qwen/Qwen3-4b-thinking,en,trial21
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",\,Qwen/Qwen3-4b-thinking,en,trial22
achoo,['Representing the sound of a sneeze.'],Kaa,Qwen/Qwen3-4b-thinking,en,trial22
atishoo,['Representing the sound of a sneeze.'],Kaa,Qwen/Qwen3-4b-thinking,en,trial22
atichoo,['Representing the sound of a sneeze.'],Kaa,Qwen/Qwen3-4b-thinking,en,trial22
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Kaa,Qwen/Qwen3-4b-thinking,en,trial22
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Kaa,Qwen/Qwen3-4b-thinking,en,trial22
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Kaa,Qwen/Qwen3-4b-thinking,en,trial22
alew,['A cry of sorrow or lamentation.'],Kaa,Qwen/Qwen3-4b-thinking,en,trial22
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Kaa,Qwen/Qwen3-4b-thinking,en,trial22
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Kaa,Qwen/Qwen3-4b-thinking,en,trial22
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",kraa,Qwen/Qwen3-8b-thinking,en,trial6
achoo,['Representing the sound of a sneeze.'],akhwa,Qwen/Qwen3-8b-thinking,en,trial6
atishoo,['Representing the sound of a sneeze.'],akhwa,Qwen/Qwen3-8b-thinking,en,trial6
atichoo,['Representing the sound of a sneeze.'],akhwa,Qwen/Qwen3-8b-thinking,en,trial6
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",akhwa,Qwen/Qwen3-8b-thinking,en,trial6
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",akhwa,Qwen/Qwen3-8b-thinking,en,trial6
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",akhwa,Qwen/Qwen3-8b-thinking,en,trial6
alew,['A cry of sorrow or lamentation.'],akhwa,Qwen/Qwen3-8b-thinking,en,trial6
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",akhwa,Qwen/Qwen3-8b-thinking,en,trial6
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",akhwa,Qwen/Qwen3-8b-thinking,en,trial6
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']","Kael /kɛl/ (invocation), Tzir /tsɪr/ (surprise), Veyra /veɪrə/ (admiration), Zor /zɔr/ (attention)",Qwen/Qwen3-8b-thinking,en,trial12
achoo,['Representing the sound of a sneeze.'],"kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
atishoo,['Representing the sound of a sneeze.'],"kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
atichoo,['Representing the sound of a sneeze.'],"kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
alew,['A cry of sorrow or lamentation.'],"kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","kai /kai/ - invocation  
zor /zɔr/ - surprise  
vey /veɪ/ - admiration  
tal /tæl/ - gain attention",Qwen/Qwen3-8b-thinking,en,trial12
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial13
achoo,['Representing the sound of a sneeze.'],Oho!,Qwen/Qwen3-8b-thinking,en,trial13
atishoo,['Representing the sound of a sneeze.'],Oho!,Qwen/Qwen3-8b-thinking,en,trial13
atichoo,['Representing the sound of a sneeze.'],Oho!,Qwen/Qwen3-8b-thinking,en,trial13
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Oho!,Qwen/Qwen3-8b-thinking,en,trial13
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Oho!,Qwen/Qwen3-8b-thinking,en,trial13
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Oho!,Qwen/Qwen3-8b-thinking,en,trial13
alew,['A cry of sorrow or lamentation.'],Oho!,Qwen/Qwen3-8b-thinking,en,trial13
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Oho!,Qwen/Qwen3-8b-thinking,en,trial13
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Oho!,Qwen/Qwen3-8b-thinking,en,trial13
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",kri,Qwen/Qwen3-8b-thinking,en,trial14
achoo,['Representing the sound of a sneeze.'],kraa,Qwen/Qwen3-8b-thinking,en,trial14
atishoo,['Representing the sound of a sneeze.'],kraa,Qwen/Qwen3-8b-thinking,en,trial14
atichoo,['Representing the sound of a sneeze.'],kraa,Qwen/Qwen3-8b-thinking,en,trial14
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",kraa,Qwen/Qwen3-8b-thinking,en,trial14
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",kraa,Qwen/Qwen3-8b-thinking,en,trial14
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",kraa,Qwen/Qwen3-8b-thinking,en,trial14
alew,['A cry of sorrow or lamentation.'],kraa,Qwen/Qwen3-8b-thinking,en,trial14
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",kraa,Qwen/Qwen3-8b-thinking,en,trial14
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",kraa,Qwen/Qwen3-8b-thinking,en,trial14
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
achoo,['Representing the sound of a sneeze.'],"

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
atishoo,['Representing the sound of a sneeze.'],"

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
atichoo,['Representing the sound of a sneeze.'],"

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
alew,['A cry of sorrow or lamentation.'],"

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","

Kraa",Qwen/Qwen3-8b-thinking,en,trial15
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']","

Vaelth Krrr Zirra Tink",Qwen/Qwen3-8b-thinking,en,trial16
achoo,['Representing the sound of a sneeze.'],"

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
atishoo,['Representing the sound of a sneeze.'],"

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
atichoo,['Representing the sound of a sneeze.'],"

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
alew,['A cry of sorrow or lamentation.'],"

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","

Vaela, Zirik, Ohoo, Tal!",Qwen/Qwen3-8b-thinking,en,trial16
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",vorath kzik mirael talor,Qwen/Qwen3-8b-thinking,en,trial17
achoo,['Representing the sound of a sneeze.'],Vorath,Qwen/Qwen3-8b-thinking,en,trial17
atishoo,['Representing the sound of a sneeze.'],Vorath,Qwen/Qwen3-8b-thinking,en,trial17
atichoo,['Representing the sound of a sneeze.'],Vorath,Qwen/Qwen3-8b-thinking,en,trial17
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Vorath,Qwen/Qwen3-8b-thinking,en,trial17
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Vorath,Qwen/Qwen3-8b-thinking,en,trial17
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Vorath,Qwen/Qwen3-8b-thinking,en,trial17
alew,['A cry of sorrow or lamentation.'],Vorath,Qwen/Qwen3-8b-thinking,en,trial17
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Vorath,Qwen/Qwen3-8b-thinking,en,trial17
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Vorath,Qwen/Qwen3-8b-thinking,en,trial17
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
achoo,['Representing the sound of a sneeze.'],Veylun,Qwen/Qwen3-8b-thinking,en,trial18
atishoo,['Representing the sound of a sneeze.'],Veylun,Qwen/Qwen3-8b-thinking,en,trial18
atichoo,['Representing the sound of a sneeze.'],Veylun,Qwen/Qwen3-8b-thinking,en,trial18
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
alew,['A cry of sorrow or lamentation.'],Veylun,Qwen/Qwen3-8b-thinking,en,trial18
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Veylun,Qwen/Qwen3-8b-thinking,en,trial18
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kraa,Qwen/Qwen3-8b-thinking,en,trial19
achoo,['Representing the sound of a sneeze.'],krra,Qwen/Qwen3-8b-thinking,en,trial19
atishoo,['Representing the sound of a sneeze.'],krra,Qwen/Qwen3-8b-thinking,en,trial19
atichoo,['Representing the sound of a sneeze.'],krra,Qwen/Qwen3-8b-thinking,en,trial19
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",krra,Qwen/Qwen3-8b-thinking,en,trial19
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",krra,Qwen/Qwen3-8b-thinking,en,trial19
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",krra,Qwen/Qwen3-8b-thinking,en,trial19
alew,['A cry of sorrow or lamentation.'],krra,Qwen/Qwen3-8b-thinking,en,trial19
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",krra,Qwen/Qwen3-8b-thinking,en,trial19
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",krra,Qwen/Qwen3-8b-thinking,en,trial19
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",vor,Qwen/Qwen3-8b-thinking,en,trial20
achoo,['Representing the sound of a sneeze.'],Vaela,Qwen/Qwen3-8b-thinking,en,trial20
atishoo,['Representing the sound of a sneeze.'],Vaela,Qwen/Qwen3-8b-thinking,en,trial20
atichoo,['Representing the sound of a sneeze.'],Vaela,Qwen/Qwen3-8b-thinking,en,trial20
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Vaela,Qwen/Qwen3-8b-thinking,en,trial20
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Vaela,Qwen/Qwen3-8b-thinking,en,trial20
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Vaela,Qwen/Qwen3-8b-thinking,en,trial20
alew,['A cry of sorrow or lamentation.'],Vaela,Qwen/Qwen3-8b-thinking,en,trial20
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Vaela,Qwen/Qwen3-8b-thinking,en,trial20
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Vaela,Qwen/Qwen3-8b-thinking,en,trial20
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",kraa,Qwen/Qwen3-8b-thinking,en,trial21
achoo,['Representing the sound of a sneeze.'],"kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
atishoo,['Representing the sound of a sneeze.'],"kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
atichoo,['Representing the sound of a sneeze.'],"kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']","kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']","kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']","kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
alew,['A cry of sorrow or lamentation.'],"kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']","kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']","kraa (invocation: a sharp, resonant call to summon; surprise: a sudden, echoing exclamation; admiration: a reverent hum of awe; attention: a piercing, rhythmic sound to command focus)",Qwen/Qwen3-8b-thinking,en,trial21
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
achoo,['Representing the sound of a sneeze.'],Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
atishoo,['Representing the sound of a sneeze.'],Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
atichoo,['Representing the sound of a sneeze.'],Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
aie,"['Awailing exclamation of resignation, surprise, regret, alarm, etc.; sometimes imitative of non-British speakers of English.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
alew,['A cry of sorrow or lamentation.'],Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
arf,"['Representing the bark of a (small) dog, or a human imitation of such a bark.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
argh,"['Expressing pain or fright; (also) expressing anguish, disappointment, or frustration.']",Kraa!,Qwen/Qwen3-8b-thinking,en,trial22
a,"['Expressing invocation, surprise, or admiration; (also) used to gain attention.']",Xevo!,Qwen/Qwen3-32b,en,trial6
achoo,['Representing the sound of a sneeze.'],Xevo!,Qwen/Qwen3-32b,en,trial6
atishoo,['Representing the sound of a sneeze.'],Xevo!,Qwen/Qwen3-32b,en,trial6
atichoo,['Representing the sound of a sneeze.'],Xevo!,Qwen/Qwen3-32b,en,trial6
ahem,"['An exclamation representing a slight cough or clearing of the throat, used (a) to attract attention, esp. prior to speaking (b) to express hesitation, (mock) disapproval, embarrassment, suggestiveness, etc.']",Xevo!,Qwen/Qwen3-32b,en,trial6
ai,"['An exclamation of surprise, regret, pain, etc., often used in imitation of foreign speakers of English.']",Xevo!,Qwen/Qwen3-32b,en,trial6
