original_word,meaning,generated_word,model,language,trial
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,마녀,qwen2.5-3b,ko,trial9
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,,qwen2.5-3b,ko,trial9
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,믹야리어),qwen2.5-3b,ko,trial9
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial9
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,마침나,qwen2.5-3b,ko,trial9
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,ミ刻ヤリ語,qwen2.5-3b,ko,trial9
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,문장,qwen2.5-3b,ko,trial9
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,도서,qwen2.5-3b,ko,trial10
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",그 뒤 어린아이가 꼬かどう어를 썼다....,qwen2.5-3b,ko,trial10
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,incumbent,qwen2.5-3b,ko,trial10
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,Culmnesu,qwen2.5-3b,ko,trial10
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial10
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,문자들은 모두 분량이거나 수효가 매우 꽉 차고 무겁하다.,qwen2.5-3b,ko,trial10
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,가루기,qwen2.5-3b,ko,trial10
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,The language is a hy...,qwen2.5-3b,ko,trial10
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분수량,qwen2.5-3b,ko,trial10
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial11
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",겨ddang,qwen2.5-3b,ko,trial11
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,(예문: 그 청년이 큰 몸집을 얻었고...,qwen2.5-3b,ko,trial11
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,I am a bit too much like being perfect and lacking humility. I am very intense in my actions.,qwen2.5-3b,ko,trial11
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"분량이 많다)
이 언어체계가 적용된 가상의 음성상징어는 다음과 같아야 합니다. (",qwen2.5-3b,ko,trial11
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분록량,qwen2.5-3b,ko,trial11
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,무르,qwen2.5-3b,ko,trial11
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,형용식(잘난체),qwen2.5-3b,ko,trial11
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial11
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,감기름,qwen2.5-7b,ko,trial1
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,건말,qwen2.5-7b,ko,trial1
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",밀려난듯이,qwen2.5-7b,ko,trial1
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,,qwen2.5-7b,ko,trial1
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,해줘! 해줘!,qwen2.5-7b,ko,trial1
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,jejulgi,qwen2.5-7b,ko,trial1
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,,qwen2.5-7b,ko,trial1
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,쉽바,qwen2.5-7b,ko,trial1
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,,qwen2.5-7b,ko,trial1
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,풀렸다,qwen2.5-7b,ko,trial1
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,까마귀,qwen2.5-7b,ko,trial2
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,들개가 말라 newcom,qwen2.5-7b,ko,trial2
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",민기야,qwen2.5-7b,ko,trial2
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,,qwen2.5-7b,ko,trial2
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,,qwen2.5-7b,ko,trial2
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,또는 빈틈 없이 가득 찬 모양. (불...,qwen2.5-7b,ko,trial2
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,,qwen2.5-7b,ko,trial2
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,유마요리마요,qwen2.5-7b,ko,trial2
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,비-END,qwen2.5-7b,ko,trial2
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"또는 극도로, 끝없이, 모든 것들을 ...",qwen2.5-7b,ko,trial2
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,벌레같이,qwen2.5-7b,ko,trial3
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"들 "".$_$_""",qwen2.5-7b,ko,trial3
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",이는 아기를 재우는데 효과적인 방법 ...,qwen2.5-7b,ko,trial3
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"주로 비속어로 사용되며, 상대방을 납...",qwen2.5-7b,ko,trial3
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"아니오, 그럴 필요 없어
나도 그렇게 잘난 체 안 할래",qwen2.5-7b,ko,trial3
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,MUX,qwen2.5-7b,ko,trial3
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,,qwen2.5-7b,ko,trial3
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,,qwen2.5-7b,ko,trial3
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,맥마리오,qwen2.5-7b,ko,trial3
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,맥마리,qwen2.5-7b,ko,trial3
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,의미,qwen3-8b,ko,trial1
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,마르,qwen3-8b,ko,trial1
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",의미,qwen3-8b,ko,trial1
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,(예: 엉덩이를 흔드는 동작을 반복적...,qwen3-8b,ko,trial1
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,하니아,qwen3-8b,ko,trial1
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,,qwen3-8b,ko,trial1
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,"예시: 촉, 찰, 채, 채, 채, 채...",qwen3-8b,ko,trial1
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,기준,qwen3-8b,ko,trial1
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,그 모습이 괴롭게 보이기도 하고 부끄...,qwen3-8b,ko,trial1
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,스리브,qwen3-8b,ko,trial1
가뜩가뜩,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,의미,qwen3-8b,ko,trial1
가뜬가뜬,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,의미,qwen3-8b,ko,trial1
가랑가랑,액체가 많이 담기거나 괴어서 가장자리까지 찰 듯한 모양.,"- 예시: 물, 우유, 빵, 케이크,...",qwen3-8b,ko,trial1
가르랑,목구멍에 가래 따위가 걸려 숨을 쉴 때 가치작거리는 소리.,의미,qwen3-8b,ko,trial1
가르랑가르랑,목구멍에 가래 따위가 걸려 숨을 쉴 때 자꾸 가치작거리는 소리.,의미,qwen3-8b,ko,trial1
가리가리,여러 가닥으로 갈라지거나 찢어진 모양.,예를 들어 씨름 중인 두 사람이 서로...,qwen3-8b,ko,trial1
가물가물,작고 약한 불빛 따위가 사라질 듯 말 듯 자꾸 움직이는 모양.,의미,qwen3-8b,ko,trial1
가뭇가뭇,군데군데 가무스름한 모양.,"모방, 놀이, 유머, 희화, 희화적,...",qwen3-8b,ko,trial1
가분가분,들기 좋을 정도로 여럿이 다 또는 매우 가벼운 모양.,하라,qwen3-8b,ko,trial1
가불가불,가볍게 흔들려 자꾸 움직이는 모양.,움직이면서도 멈추지 않는 상태. 끊임...,qwen3-8b,ko,trial1
가붓가붓,여럿이 다 조금 가벼운 듯한 느낌.,"즉, 가벼운 것들을 여러 개 더해도 ...",qwen3-8b,ko,trial1
가뿐가뿐,들기 좋을 정도로 여럿이 다 또는 매우 가벼운 모양.,"먼저, 미리 정한 규칙에 따라 다음과...",qwen3-8b,ko,trial1
가뿟가뿟,여럿이 다 조금 가벼운 듯한 느낌.,"다중의 존재로 구성된 집단.
""여럿""...",qwen3-8b,ko,trial1
가슬가슬,살결이나 물건의 거죽이 매끄럽지 않고 가칠하거나 빳빳한 모양.,의미,qwen3-8b,ko,trial1
가슴츠레,졸리거나 술에 취해서 눈이 흐리멍덩하며 거의 감길 듯한 모양.,의미,qwen3-8b,ko,trial1
가치작가치작,조금 거추장스럽게 여기저기 자꾸 거치거나 닿는 모양.,그리고,qwen3-8b,ko,trial1
가칠가칠,야위거나 메말라 살갗이나 털 등의 여기저기가 매우 윤기가 없고 거친 모양.,문장,qwen3-8b,ko,trial1
가칫가칫,살갗 따위에 조금씩 닿아 자꾸 걸리는 모양.,"예를 들어, 가발, 스카프, 털실장난...",qwen3-8b,ko,trial1
가탈가탈,사람이 타거나 싣기 불편할 정도로 말이 비틀거리며 걷는 모양.,"비틀거리며 걷는 모습.
""미르타"" (...",qwen3-8b,ko,trial1
간닥간닥,작은 물체가 가로로 자꾸 조금씩 흔들리는 모양.,빗물에 젖은 종이처럼 촉촉한 상태에서...,qwen3-8b,ko,trial1
간당간당,달려 있는 작은 물체가 자꾸 가볍게 흔들리는 모양.,타리타르타,qwen3-8b,ko,trial1
간댕간댕,느슨하게 달려 있는 작은 물체가 자꾸 조금 위태롭게 흔들리는 모양.,시에르,qwen3-8b,ko,trial1
간동간동,하나도 흩어지지 않게 말끔히 잘 가다듬어 수습하는 모양.,마르타,qwen3-8b,ko,trial1
간드랑간드랑,작은 물체가 매달려 조금 가볍고 느리게 옆으로 자꾸 흔들리는 모양.,"좋아요, 지금부터는 제가 만들어 낸 ...",qwen3-8b,ko,trial1
간드작간드작,무엇에 기대어 있거나 붙어 있는 작은 물체가 찬찬히 가볍게 자꾸 흔들리는 모양.,쿠키,qwen3-8b,ko,trial1
간들간들,바람이 가볍고 부드럽게 살랑살랑 부는 모양.,"바람이 부는 곳에서 탄생한, 바람의 ...",qwen3-8b,ko,trial1
간실간실,남의 비위를 맞추면서 간사스럽게 행동하는 모양.,"간사스럽게 행동하는 모양

음성상징어...",qwen3-8b,ko,trial1
간종간종,흐트러진 일이나 물건을 가닥가닥 가리고 골라서 가지런하게 하는 모양.,[가상어휘],qwen3-8b,ko,trial1
간질간질,자꾸 간지러운 느낌이 드는 상태.,"또는 자꾸 간지럽게 자극하는 것

""...",qwen3-8b,ko,trial1
갈갈,음식이나 재물에 욕심을 부려 조금 염치없이 구는 모양.,빈틈이나 간격을 틈에 끼워 넣는 모양...,qwen3-8b,ko,trial1
갈그락,붙어 있는 찌꺼기 따위를 긁어내는 소리.,기본형,qwen3-8b,ko,trial1
갈그락갈그락,붙어 있는 찌꺼기 따위를 자꾸 긁어내는 소리.,(의미 설명) 빈병을 뒤집어 놓고 그...,qwen3-8b,ko,trial1
갈그랑갈그랑,가래 따위가 목구멍에 걸려 숨 쉴 때마다 조금 거칠게 나는 소리. 또는 그 모양.,"(단어: 가래소리)

이 의미에 대해...",qwen3-8b,ko,trial1
갈근갈근,목구멍에 가래 따위가 걸려 간지럽게 자꾸 가치작거리는 모양.,1950년대 라디오드라마에서 등장한 ...,qwen3-8b,ko,trial1
갈기갈기,여러 가닥으로 찢어진 모양.,시작 단어,qwen3-8b,ko,trial1
갈래갈래,여러 가닥으로 갈라지거나 찢어진 모양.,[가상 어휘],qwen3-8b,ko,trial1
갈쌍,눈에 눈물이 넘칠 듯이 가득하게 고이는 모양.,눈에 눈물이 찰싹 떨어지는 듯한 소리...,qwen3-8b,ko,trial1
갈쌍갈쌍,눈에 눈물이 넘칠 듯이 자꾸 가득하게 고이는 모양.,눈물이 흘러내리는 듯한 느낌. 눈물이...,qwen3-8b,ko,trial1
갈씬갈씬,겨우 조금 닿을락 말락 하는 모양.,믹야리어,qwen3-8b,ko,trial1
갈팡질팡,갈피를 잡지 못하고 이리저리 헤매는 모양.,가장 먼저 이 의미를 설명하는 농담을...,qwen3-8b,ko,trial1
갉작갉작,날카롭고 뾰족한 끝으로 자꾸 바닥이나 거죽을 문지르는 모양.,하리,qwen3-8b,ko,trial1
갉죽갉죽,자꾸 무디게 갉는 모양.,"또는 무디게 갉는 동작.
이를 표현하...",qwen3-8b,ko,trial1
감감,멀어서 아득한 모양.,의미,qwen3-8b,ko,trial1
감숭감숭,잔털 따위가 드물게 나서 가무스름한 모양.,:[[가운]],qwen3-8b,ko,trial1
감실감실,"사람이나 물체, 빛 따위가 먼 곳에서 자꾸 아렴풋이 움직이는 모양.",믹야리어,qwen3-8b,ko,trial1
감작감작,검은 점이나 얼룩이 자잘하게 여기저기 박혀 있는 모양.,검은 점이나 얼룩이 자잘하게 여기저기...,qwen3-8b,ko,trial1
강동,조금 짧은 다리로 가볍게 뛰는 모양.,"예: ""그는 족! 하고 뛰었다""처럼....",qwen3-8b,ko,trial1
강동강동,조금 짧은 다리로 가볍게 계속해서 뛰는 모양.,르르,qwen3-8b,ko,trial1
강장,짧은 다리를 모으고 가볍게 내뛰는 모양.,타리리,qwen3-8b,ko,trial1
강장강장,짧은 다리를 모으고 자꾸 가볍게 내뛰는 모양.,의미,qwen3-8b,ko,trial1
강중,짧은 다리를 모으고 힘 있게 솟구쳐 뛰는 모양.,"(예: 케이크를 먹고나서의 반응)

...",qwen3-8b,ko,trial1
강중강중,짧은 다리를 모으고 자꾸 힘 있게 솟구쳐 뛰는 모양.,결과,qwen3-8b,ko,trial1
개골개골,개구리가 자꾸 우는 소리.,음성상징어의 예시,qwen3-8b,ko,trial1
개굴개굴,개구리가 잇따라 우는 소리.,"끊임없이, 계속해서, 반복적으로.
""...",qwen3-8b,ko,trial1
개신개신,게으르거나 기운이 없어 나릿나릿 자꾸 힘없이 행동하는 모양.,졸업하기 싫은 드라마의 주인공처럼 졸...,qwen3-8b,ko,trial1
개웃,고개나 몸 따위를 한쪽으로 귀엽게 조금 기울이는 모양.,mik,qwen3-8b,ko,trial1
개을리,움직이거나 일하기를 싫어하는 모양.,가나다,qwen3-8b,ko,trial1
개코쥐코,쓸데없는 이야기로 이러쿵저러쿵하는 모양.,스모리,qwen3-8b,ko,trial1
갭직갭직,여럿이 다 생각보다 조금 가벼운 듯한 모양.,의미,qwen3-8b,ko,trial1
갸름갸름,여럿이 다 보기 좋을 정도로 조금 가늘고 긴 듯한 모양.,"예를 들어, 여럿이 함께 머리를 쓰다...",qwen3-8b,ko,trial1
갸릉갸릉,목구멍에 가래가 조금씩 자꾸 걸리는 소리.,"구토를 위한 준비 단계로, 이른바 '...",qwen3-8b,ko,trial1
갸우뚱,물체가 한쪽으로 약간 갸울어지는 모양.,다르르,qwen3-8b,ko,trial1
갸우뚱갸우뚱,물체가 이쪽저쪽으로 자꾸 갸울어지며 흔들리는 모양.,"기우리'


예시처럼,",qwen3-8b,ko,trial1
갸웃,고개나 몸 따위를 한쪽으로 조금 갸울이는 모양.,믹야리어,qwen3-8b,ko,trial1
갸웃갸웃,고개나 몸 따위를 이쪽저쪽으로 조금씩 자꾸 갸울이는 모양.,의미,qwen3-8b,ko,trial1
걀걀,암탉이나 갈매기 따위가 내는 소리.,"즉, 새소리. 

그리고 아래와 같은...",qwen3-8b,ko,trial1
걀쭉걀쭉,여럿이 다 보기 좋을 정도로 조금 긴 모양.,예: 끝이 둥글고 중간에 둥글다. 중...,qwen3-8b,ko,trial1
걀쯤걀쯤,여럿이 다 꽤 갸름한 모양.,,qwen3-8b,ko,trial1
걀찍걀찍,여럿이 다 길이가 알맞게 긴 듯한 모양.,의미,qwen3-8b,ko,trial1
거덕거덕,물기나 풀기가 있는 물체의 거죽이 조금 말라서 뻣뻣한 상태.,의미,qwen3-8b,ko,trial1
거덜거덜,살림이나 사업 따위가 흔들리어 결딴날 듯이 위태로운 모양.,"또는 그 상태.
""가상의 언어""라는 ...",qwen3-8b,ko,trial1
거둠거둠,손으로 여러 번 거두어 쥐는 모양.,의미,qwen3-8b,ko,trial1
거드럭거드럭,거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,의미,qwen3-8b,ko,trial1
거든거든,다루기에 여럿이 다 또는 매우 거볍고 간편하거나 손쉬운 상태.,문법,qwen3-8b,ko,trial1
거들먹거들먹,신이 나서 잘난 체하며 함부로 자꾸 거만하게 행동하는 모양.,"또는, 그런 모습을 한 사람을 가리키...",qwen3-8b,ko,trial1
거듬거듬,흩어져 있거나 널려 있는 것들을 대강 자꾸 모으는 모양.,또는 여러 곳에서 끊겨 있는 것들을 ...,qwen3-8b,ko,trial1
거뜬거뜬,다루기에 여럿이 다 또는 매우 거볍고 간편하거나 손쉬운 상태.,다시,qwen3-8b,ko,trial1
거물거물,약한 불빛 따위가 사라질 듯 말 듯 자꾸 움직이는 모양.,하리루미,qwen3-8b,ko,trial1
거뭇거뭇,군데군데 거무스름한 모양.,:[[예시 문장]],qwen3-8b,ko,trial1
거분거분,들기 좋을 정도로 여럿이 다 또는 매우 거벼운 모양.,[[[[[[[[]]]]]]],qwen3-8b,ko,trial1
거불거불,거볍게 흔들려 자꾸 움직이는 모양.,믹야리어,qwen3-8b,ko,trial1
거붓거붓,여럿이 다 조금 거벼운 듯한 느낌.,,qwen3-8b,ko,trial1
거뿐거뿐,들기 좋을 정도로 여럿이 다 또는 매우 거벼운 모양.,거버,qwen3-8b,ko,trial1
거뿟거뿟,여럿이 다 조금 거벼운 듯한 느낌.,하르,qwen3-8b,ko,trial1
거슬거슬,살결이나 물건의 거죽이 매끄럽지 않고 거칠하거나 뻣뻣한 모양.,또는 꽃이나 새소리 등에 의하여 표현...,qwen3-8b,ko,trial1
거슴츠레,졸리거나 술에 취해서 눈이 흐리멍덩하며 거의 감길 듯한 모양.,"또는 이로 인한 헛간각심
""졸리거나 ...",qwen3-8b,ko,trial1
거춤거춤,일을 대강대강 하는 모양.,하하하,qwen3-8b,ko,trial1
거충거충,일을 세밀하지는 못하여도 쉽고 빠르게 하는 모양.,다르리,qwen3-8b,ko,trial1
거치적거치적,거추장스럽게 여기저기 자꾸 거치거나 닿는 모양.,타이,qwen3-8b,ko,trial1
거칠거칠,여러 군데가 몹시 윤기가 없고 거친 모양.,파랑,qwen3-8b,ko,trial1
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,아드라,qwen3-8b,ko,trial2
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,믹야리어,qwen3-8b,ko,trial2
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",의미 영역,qwen3-8b,ko,trial2
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,(예: 빵이 떨어지지 않도록 흔들며 ...,qwen3-8b,ko,trial2
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"(예: ""이게 뭐야? 누가 뭔 말을 ...",qwen3-8b,ko,trial2
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,의미,qwen3-8b,ko,trial2
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,"""가득 차 있어"" 또는 ""모두 꽉 채...",qwen3-8b,ko,trial2
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,"가장 좋은 표현은 ""가볍게"" 또는 ""...",qwen3-8b,ko,trial2
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,그의 그런 행동은 지루하게 반복되어 ...,qwen3-8b,ko,trial2
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,로루르,qwen3-8b,ko,trial2
가뜩가뜩,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,의미,qwen3-8b,ko,trial2
가뜬가뜬,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,리에미,qwen3-8b,ko,trial2
가랑가랑,액체가 많이 담기거나 괴어서 가장자리까지 찰 듯한 모양.,"주로 물이나 빙수 등에 쓰인다.
예시...",qwen3-8b,ko,trial2
가르랑,목구멍에 가래 따위가 걸려 숨을 쉴 때 가치작거리는 소리.,믹야리어,qwen3-8b,ko,trial2
가르랑가르랑,목구멍에 가래 따위가 걸려 숨을 쉴 때 자꾸 가치작거리는 소리.,가래,qwen3-8b,ko,trial2
가리가리,여러 가닥으로 갈라지거나 찢어진 모양.,의미,qwen3-8b,ko,trial2
가물가물,작고 약한 불빛 따위가 사라질 듯 말 듯 자꾸 움직이는 모양.,요약,qwen3-8b,ko,trial2
가뭇가뭇,군데군데 가무스름한 모양.,"어중이어중에 있다.

이름은 ""밍모스...",qwen3-8b,ko,trial2
가분가분,들기 좋을 정도로 여럿이 다 또는 매우 가벼운 모양.,스키트,qwen3-8b,ko,trial2
가불가불,가볍게 흔들려 자꾸 움직이는 모양.,"좋은 예시로, 한국어의 ""휘리""가 있...",qwen3-8b,ko,trial2
가붓가붓,여럿이 다 조금 가벼운 듯한 느낌.,시르타,qwen3-8b,ko,trial2
가뿐가뿐,들기 좋을 정도로 여럿이 다 또는 매우 가벼운 모양.,의미,qwen3-8b,ko,trial2
가뿟가뿟,여럿이 다 조금 가벼운 듯한 느낌.,"(ex. ""어떤 사건이 발생했지만, ...",qwen3-8b,ko,trial2
가슬가슬,살결이나 물건의 거죽이 매끄럽지 않고 가칠하거나 빳빳한 모양.,"이를 통해 만들어진 음성상징어는, 한...",qwen3-8b,ko,trial2
가슴츠레,졸리거나 술에 취해서 눈이 흐리멍덩하며 거의 감길 듯한 모양.,그릴레,qwen3-8b,ko,trial2
가치작가치작,조금 거추장스럽게 여기저기 자꾸 거치거나 닿는 모양.,또는 그와 같은 상태를 지나쳐버린 후...,qwen3-8b,ko,trial2
가칠가칠,야위거나 메말라 살갗이나 털 등의 여기저기가 매우 윤기가 없고 거친 모양.,"예를 들어, 놀래기, 허리, 손목 등...",qwen3-8b,ko,trial2
가칫가칫,살갗 따위에 조금씩 닿아 자꾸 걸리는 모양.,,qwen3-8b,ko,trial2
가탈가탈,사람이 타거나 싣기 불편할 정도로 말이 비틀거리며 걷는 모양.,타이런,qwen3-8b,ko,trial2
간닥간닥,작은 물체가 가로로 자꾸 조금씩 흔들리는 모양.,의미,qwen3-8b,ko,trial2
간당간당,달려 있는 작은 물체가 자꾸 가볍게 흔들리는 모양.,달리,qwen3-8b,ko,trial2
간댕간댕,느슨하게 달려 있는 작은 물체가 자꾸 조금 위태롭게 흔들리는 모양.,의미,qwen3-8b,ko,trial2
간동간동,하나도 흩어지지 않게 말끔히 잘 가다듬어 수습하는 모양.,"그의 능력에 대한 설명. 

중요한 ...",qwen3-8b,ko,trial2
간드랑간드랑,작은 물체가 매달려 조금 가볍고 느리게 옆으로 자꾸 흔들리는 모양.,흔들리는 방향은 예측 불가능하고 매번...,qwen3-8b,ko,trial2
간드작간드작,무엇에 기대어 있거나 붙어 있는 작은 물체가 찬찬히 가볍게 자꾸 흔들리는 모양.,시각적 묘사,qwen3-8b,ko,trial2
간들간들,바람이 가볍고 부드럽게 살랑살랑 부는 모양.,한국어의 해당 표현은 '바람이 살랑살...,qwen3-8b,ko,trial2
간실간실,남의 비위를 맞추면서 간사스럽게 행동하는 모양.,"예: ""비위가 되려는 사람"" 또는 ""...",qwen3-8b,ko,trial2
간종간종,흐트러진 일이나 물건을 가닥가닥 가리고 골라서 가지런하게 하는 모양.,작업 단계,qwen3-8b,ko,trial2
간질간질,자꾸 간지러운 느낌이 드는 상태.,지르르르르르르,qwen3-8b,ko,trial2
갈갈,음식이나 재물에 욕심을 부려 조금 염치없이 구는 모양.,할리바루,qwen3-8b,ko,trial2
갈그락,붙어 있는 찌꺼기 따위를 긁어내는 소리.,)?;,qwen3-8b,ko,trial2
갈그락갈그락,붙어 있는 찌꺼기 따위를 자꾸 긁어내는 소리.,또는 지속적으로 찌꺼기를 제거하는 행...,qwen3-8b,ko,trial2
갈그랑갈그랑,가래 따위가 목구멍에 걸려 숨 쉴 때마다 조금 거칠게 나는 소리. 또는 그 모양.,"(참고: 향후 사용 시, 음성상징어는...",qwen3-8b,ko,trial2
갈근갈근,목구멍에 가래 따위가 걸려 간지럽게 자꾸 가치작거리는 모양.,고랑고랑,qwen3-8b,ko,trial2
갈기갈기,여러 가닥으로 찢어진 모양.,/,qwen3-8b,ko,trial2
갈래갈래,여러 가닥으로 갈라지거나 찢어진 모양.,text,qwen3-8b,ko,trial2
