index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
360,nipow,neepow,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.10358599999999998,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
361,nitej,neetaye,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.10358599999999998,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
362,nikej,neekaye,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.10358599999999998,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
363,nejli,naylee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
364,nejlej,naylaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
365,nejlow,naylow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
366,nejmi,naymee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
367,nejmej,naymaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
368,nejmow,naymow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
369,nejni,naynee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
370,nejnej,naynaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
371,nejnow,naynow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
372,nejvi,nayvee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
373,nejvej,nayvaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
374,nejvow,nayvow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
375,nejði,naythey,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
376,nejðej,nay-they,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
377,nejðow,nay-though,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
378,nejzi,nayzee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
379,nejzej,nayzaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
380,nejzow,nayzow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
381,nejfi,nayfee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
382,nejfej,nayfaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
383,nejfow,nayfow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
384,nejsi,naysee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
385,nejsej,naysaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
386,nejsow,naysow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
387,nejʃi,nayshee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
388,nejʃej,nayshaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
389,nejʃow,nayshow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
390,nejbi,naybee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
391,nejbej,naybaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
392,nejbow,naybow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
393,nejdi,naydee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
394,nejdej,naydaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
395,nejdow,naydow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
396,nejɡi,nayggee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
397,nejɡej,naygaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
398,nejɡow,naygow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
399,nejpi,naypee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
400,nejpej,naypaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
401,nejpow,naypow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
402,nejti,naytee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
403,nejtej,naytaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
404,nejtow,naytow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
405,nejki,naykee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
406,nejkej,naykaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
407,nejkow,nayko,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
408,nɑli,nahlee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
409,nɑlej,nahlaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
410,nɑlow,nahlow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
411,nɑmi,nahmee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
412,nɑmej,nahmaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
413,nɑmow,nahmow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
414,nɑnej,nahnaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
415,nɑvi,nahvee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
416,nɑvej,nahvaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
417,nɑvow,nahvow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
418,nɑði,nahthey,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
419,nɑðej,nah-they,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
420,nɑðow,nah-though,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
421,nɑzi,nahzee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
422,nɑzej,nahzaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
423,nɑzow,nahzow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
424,nɑfi,nahfee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
425,nɑfej,nahfaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
426,nɑfow,nahfow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
427,nɑsi,nahsee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
428,nɑsej,nahsaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
429,nɑʃi,nahshee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
430,nɑʃej,nahshaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
431,nɑʃow,nahshow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
432,nɑbej,nahbaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
433,nɑbow,nahbow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
434,nɑdi,nahdee,0.2125,0.0024249999999999966,0.21589999999999998,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.155925,0.1304,0.06745,0.1877325,-0.0865,-0.086325,0.0,-0.0686,0.23647,-0.187795,0.18525,0.158975,0.165775
435,nɑdej,nahdaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
436,nɑdow,nahdow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
437,nɑɡej,nahgaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
438,nɑɡow,nahgow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
439,nɑpi,nahpee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
